"1305.43727","1304.95405","1304.00579","1302.58954","1300.70061","1298.33247","1295.47649","1292.12170","1288.25449","1283.85831","1278.91345","1273.39699","1267.28315","1260.54444","1253.15402","1245.09020","1236.34392","1226.92984","1216.90052","1206.35994","1195.37695","1184.19710","1173.06425","1162.13992","1151.54068","1141.34754","1131.61395","1122.36665","1113.61323","1105.35292","1097.58160","1090.28818","1083.45650","1077.07106","1071.11916","1065.58597","1060.45458","1055.70999","1051.34095","1047.33522","1043.67902","1040.36033","1037.37067","1034.70084","1032.34002","1030.27848","1028.50974","1027.02673","1025.82066","1024.88344","1024.21001","1023.79503","1023.63151","1023.71289","1024.03549","1024.59549","1025.38735","1026.40559","1027.64750","1029.11055","1030.79056","1032.68328","1034.78726","1037.10151","1039.62352","1042.35050","1045.28241","1048.41978","1051.76149","1055.30579","1059.05361","1063.00657","1067.16460","1071.52675","1076.09479","1080.87137","1085.85751","1091.05317","1096.46109","1102.08518","1107.92768","1113.98966","1120.27501","1126.78905","1133.53546","1140.51651","1147.73740","1155.20505","1162.92470","1170.89998","1179.13758","1187.64620","1196.43284","1205.50264","1214.86400","1224.52762","1234.50245","1244.79533","1255.41649","1266.37880","1277.69322","1289.36811","1301.41526","1313.84910","1326.68145","1339.92024","1353.57560","1367.65862","1382.17431","1397.11823","1412.48098","1428.24361","1444.36451","1460.76940","1477.35094","1493.96090","1510.39988","1526.42712","1541.80513","1556.34789","1569.94036","1582.53191","1594.11833","1604.72353","1614.38538","1623.14631","1631.04799","1638.12842","1644.42088","1649.95362","1654.75014","1658.82962","1662.20743","1664.89560","1666.90324","1668.23688","1668.90076"
"1300.80187","1300.32214","1299.38136","1297.97660","1296.10333","1293.75527","1290.92413","1287.59935","1283.76772","1279.41306","1274.51586","1269.05303","1262.99787","1256.32065","1248.99015","1240.97715","1232.26108","1222.84161","1212.75648","1202.10378","1190.96771","1179.63218","1168.37761","1157.37386","1146.72843","1136.51442","1126.78492","1117.55921","1108.83415","1100.60404","1092.86851","1085.61460","1078.82048","1072.46844","1066.55084","1061.05287","1055.95356","1051.23611","1046.89407","1042.91579","1039.28422","1035.98547","1033.01545","1030.36591","1028.02319","1025.97549","1024.22016","1022.75132","1021.55773","1020.62893","1019.96327","1019.55681","1019.40048","1019.48523","1019.81048","1020.37405","1021.16860","1022.18589","1023.42593","1024.88797","1026.56631","1028.45372","1030.55119","1032.85972","1035.37555","1038.09278","1041.01366","1044.14093","1047.47241","1051.00304","1054.73577","1058.67464","1062.81871","1067.16345","1071.71240","1076.47088","1081.43921","1086.61352","1091.99815","1097.59988","1103.42049","1109.45691","1115.71449","1122.20167","1128.92184","1135.87282","1143.06114","1150.49710","1158.18583","1166.12618","1174.32599","1182.79767","1191.54830","1200.57784","1209.89566","1219.51657","1229.44983","1239.69662","1250.26798","1261.18139","1272.44839","1284.07124","1296.06246","1308.44184","1321.22242","1334.40580","1348.00340","1362.03343","1376.50409","1391.40620","1406.73494","1422.48439","1438.62263","1455.07533","1471.74265","1488.48653","1505.09752","1521.29033","1536.78043","1551.36444","1564.93621","1577.46476","1588.96523","1599.47607","1609.04442","1617.71798","1625.54084","1632.55187","1638.78426","1644.26578","1649.01927","1653.06322","1656.41239","1659.07828","1661.06959","1662.39252","1663.05109"
"1296.46501","1295.99098","1295.06174","1293.67463","1291.82555","1289.50874","1286.71661","1283.43936","1279.66465","1275.37711","1270.55778","1265.18350","1259.22620","1252.65234","1245.42270","1237.49344","1228.82005","1219.36796","1209.13574","1198.19735","1186.66606","1174.93044","1163.37382","1152.17310","1141.39875","1131.10159","1121.34888","1112.14117","1103.44414","1095.23886","1087.54717","1080.35064","1073.60816","1067.29359","1061.42215","1055.97803","1050.92549","1046.23949","1041.93434","1037.99930","1034.40514","1031.12919","1028.18610","1025.56993","1023.25666","1021.22473","1019.48821","1018.04455","1016.87370","1015.95453","1015.30025","1014.91122","1014.77107","1014.85943","1015.18926","1015.76370","1016.56925","1017.58541","1018.82424","1020.29109","1021.97518","1023.85627","1025.94624","1028.25300","1030.76878","1033.47405","1036.38116","1039.50071","1042.82736","1046.34143","1050.05510","1053.98111","1058.11615","1062.44007","1066.96479","1071.70520","1076.66012","1081.80898","1087.16381","1092.74191","1098.54435","1104.55027","1110.77202","1117.22963","1123.92657","1130.84160","1137.98761","1145.38765","1153.04775","1160.94623","1169.09668","1177.52555","1186.24171","1195.22290","1204.48363","1214.05424","1223.94675","1234.13818","1244.64409","1255.49931","1266.71937","1278.28014","1290.19822","1302.51325","1315.24414","1328.36422","1341.88950","1355.86274","1370.30265","1385.17278","1400.47873","1416.25318","1432.49023","1449.09748","1465.99521","1483.08859","1500.16096","1516.80210","1532.59778","1547.31255","1560.87403","1573.30267","1584.65762","1595.00743","1604.41718","1612.94392","1620.63582","1627.53282","1633.66763","1639.06683","1643.75186","1647.73982","1651.04423","1653.67556","1655.64166","1656.94815","1657.59864"
"1292.42365","1291.95728","1291.04352","1289.68014","1287.86364","1285.58911","1282.85000","1279.63778","1275.94152","1271.74735","1267.03763","1261.78993","1255.97548","1249.55713","1242.48647","1234.70047","1226.11886","1216.64721","1206.19906","1194.76591","1182.47951","1169.98171","1157.92525","1146.44079","1135.47272","1125.01194","1115.22586","1106.06383","1097.40797","1089.19924","1081.56526","1074.46437","1067.79708","1061.50104","1055.68916","1050.33342","1045.35162","1040.68046","1036.42163","1032.55879","1029.02448","1025.75524","1022.84442","1020.28587","1018.02390","1015.99282","1014.27735","1012.87937","1011.75289","1010.82947","1010.18592","1009.83116","1009.72807","1009.80646","1010.13747","1010.73673","1011.57444","1012.57692","1013.80900","1015.29194","1017.00281","1018.86534","1020.93969","1023.25293","1025.78895","1028.46951","1031.35200","1034.46956","1037.81185","1041.29683","1044.97839","1048.89521","1053.04227","1057.33314","1061.81843","1066.54240","1071.50541","1076.61661","1081.92402","1087.47789","1093.28412","1099.24706","1105.41270","1111.83782","1118.53404","1125.40025","1132.48075","1139.83951","1147.49421","1155.33743","1163.41207","1171.79020","1180.49605","1189.41490","1198.58842","1208.09800","1217.97517","1228.09660","1238.50289","1249.28623","1260.48658","1271.97029","1283.77684","1296.01129","1308.72340","1321.76691","1335.17955","1349.08159","1363.53365","1378.37144","1393.62742","1409.44151","1425.88236","1442.73672","1459.97417","1477.65273","1495.61844","1513.13533","1529.46908","1544.37072","1557.87800","1570.12169","1581.23715","1591.33744","1600.51064","1608.82409","1616.32930","1623.06603","1629.06517","1634.35093","1638.94227","1642.85406","1646.09789","1648.68260","1650.61483","1651.89927","1652.53894"
"1288.67267","1288.21577","1287.32122","1285.98733","1284.21142","1281.98972","1279.31712","1276.18690","1272.59025","1268.51573","1263.94829","1258.86792","1253.24746","1247.04909","1240.21856","1232.67578","1224.30034","1214.91259","1204.26459","1192.10407","1178.42604","1164.50625","1151.78461","1140.05093","1128.88120","1118.06881","1108.28912","1099.28640","1090.72685","1082.37706","1074.83846","1067.93281","1061.40288","1055.00601","1049.27992","1044.09617","1039.24965","1034.48695","1030.28997","1026.56864","1023.15960","1019.80006","1016.92725","1014.48406","1012.34151","1010.22359","1008.52699","1007.22266","1006.21159","1005.20448","1004.56232","1004.28060","1004.28736","1004.28215","1004.59808","1005.25340","1006.19965","1007.12140","1008.32474","1009.84798","1011.66481","1013.44656","1015.47733","1017.81421","1020.45161","1023.04799","1025.87151","1028.99825","1032.44122","1035.84114","1039.45051","1043.36387","1047.61254","1051.81776","1056.21776","1060.92552","1065.99086","1071.01445","1076.22237","1081.74663","1087.65590","1093.52802","1099.57876","1105.96026","1112.76076","1119.53207","1126.48089","1133.78124","1141.54222","1149.28564","1157.21008","1165.51387","1174.32897","1183.14232","1192.14492","1201.56274","1211.55349","1221.56317","1231.77531","1242.44805","1253.76890","1265.13547","1276.72334","1288.82944","1301.67722","1314.60689","1327.78547","1341.55964","1356.19962","1370.97642","1386.04520","1401.84100","1418.72164","1435.87145","1453.41135","1471.86527","1491.51585","1510.68308","1527.80665","1542.83553","1556.12556","1568.01471","1578.74528","1588.47893","1597.32286","1605.34962","1612.60970","1619.13935","1624.96520","1630.10724","1634.58064","1638.39702","1641.56521","1644.09192","1645.98207","1647.23915","1647.86537"
"1285.20531","1284.75955","1283.88762","1282.58848","1280.86051","1278.70133","1276.10772","1273.07531","1269.59822","1265.66855","1261.27550","1256.40397","1251.03231","1245.12820","1238.64135","1231.48942","1223.53017","1214.50525","1203.93224","1190.95816","1174.56719","1157.71152","1144.48615","1132.91025","1121.73299","1109.85089","1100.32426","1091.81939","1083.59466","1074.47576","1067.20942","1060.76414","1054.62303","1047.56667","1042.05526","1037.25643","1032.80860","1027.45471","1023.41046","1020.00113","1016.99065","1013.08792","1010.31088","1008.11829","1006.38221","1003.76667","1002.11821","1001.01188","1000.41691","998.95219","998.31547","998.18300","998.61162","998.17752","998.45888","999.22210","1000.60430","1001.12782","1002.26224","1003.85482","1006.11874","1007.52489","1009.45238","1011.82048","1014.91350","1017.14703","1019.83201","1022.95619","1026.87242","1029.92453","1033.36291","1037.24224","1041.98528","1045.85670","1050.05338","1054.69535","1060.27713","1064.97728","1069.94783","1075.37359","1081.82370","1087.37960","1093.15652","1099.40554","1106.77521","1113.23532","1119.87078","1127.00263","1135.36606","1142.80152","1150.36884","1158.46504","1167.92199","1176.42928","1185.02537","1194.19230","1204.87208","1214.57700","1224.32612","1234.69935","1246.76706","1257.83159","1268.89210","1280.64539","1294.31594","1306.95632","1319.54182","1332.91867","1348.50902","1363.06477","1377.50130","1392.92970","1411.11794","1428.45775","1445.79100","1464.79181","1487.94190","1510.41869","1528.37851","1543.13383","1555.81607","1567.05930","1577.20046","1586.42370","1594.83489","1602.49833","1609.45507","1615.73248","1621.34952","1626.31970","1630.65284","1634.35616","1637.43501","1639.89332","1641.73395","1642.95885","1643.56926"
"1282.01338","1281.58022","1280.73387","1279.47408","1277.80042","1275.71224","1273.20854","1270.28784","1266.94797","1263.18570","1258.99622","1254.37214","1249.30195","1243.76709","1237.73645","1231.15495","1223.91722","1215.79694","1206.22303","1193.45233","1171.22125","1147.06812","1135.27904","1125.12628","1115.07678","1098.92969","1091.00178","1083.76509","1077.10016","1064.35913","1058.41433","1052.97159","1048.49172","1038.22297","1033.77611","1029.74415","1027.00532","1018.76143","1015.56033","1012.71487","1011.44738","1004.90745","1002.78069","1000.97838","1001.03880","996.00901","994.84424","993.97468","995.23201","991.54681","991.24698","991.21157","993.54188","991.03924","991.52440","992.26002","995.61351","994.21112","995.43134","996.87913","1001.17886","1000.77497","1002.67922","1004.79069","1009.98517","1010.49109","1013.04615","1015.80913","1021.91893","1023.32051","1026.52669","1029.94139","1036.98141","1039.27100","1043.13494","1047.20676","1055.19711","1058.37143","1062.90737","1067.65371","1076.63778","1080.71223","1085.94865","1091.40296","1101.45111","1106.46504","1112.44714","1118.65977","1129.86955","1135.88682","1142.67730","1149.71672","1162.21645","1169.32816","1177.00891","1184.96381","1198.91821","1207.24731","1215.92198","1224.90453","1240.52353","1250.23371","1260.03310","1270.18681","1287.74563","1299.06735","1310.17061","1321.70538","1341.62857","1354.99625","1367.63980","1380.91545","1404.18976","1420.84971","1436.26888","1453.37906","1485.20953","1515.08768","1532.47860","1545.71590","1557.06457","1567.25324","1576.56416","1585.12546","1593.00239","1600.23075","1606.83123","1612.81619","1618.19322","1622.96702","1627.14052","1630.71555","1633.69322","1636.07420","1637.85887","1639.04743","1639.64000"
"1279.08737","1278.66799","1277.84964","1276.63293","1275.01880","1273.00848","1270.60352","1267.80577","1264.61737","1261.04069","1257.07826","1252.73267","1248.00633","1242.90124","1237.41893","1231.56149","1225.33789","1218.79336","1212.14122","1206.37128","0.00000","1124.64834","1121.80450","1116.95928","0.00000","1080.00187","1078.39172","1074.76973","0.00000","1047.59278","1046.64501","1043.79215","0.00000","1023.17983","1022.73305","1020.48467","0.00000","1005.14260","1005.11567","1003.37589","0.00000","992.43489","992.77722","991.48154","0.00000","984.51913","985.19954","984.29932","0.00000","980.90697","981.89722","981.34848","0.00000","981.08421","982.36459","982.13750","0.00000","984.86809","986.42669","986.49342","0.00000","991.94142","993.76769","994.10503","0.00000","1002.03641","1004.12404","1004.72312","0.00000","1015.19064","1017.54605","1018.40344","0.00000","1031.42163","1034.05423","1035.16827","0.00000","1050.74904","1053.67145","1055.04443","0.00000","1073.26390","1076.49405","1078.13368","0.00000","1099.14416","1102.70603","1104.62543","0.00000","1128.65209","1132.57576","1134.79312","0.00000","1162.14310","1166.46469","1169.00306","0.00000","1200.08071","1204.84226","1207.72914","0.00000","1243.06310","1248.31279","1251.58063","0.00000","1291.89513","1297.69349","1301.38856","0.00000","1348.10389","1354.55188","1358.71398","0.00000","1414.91639","1422.33391","1427.54599","0.00000","1533.50240","1541.33605","1550.53135","1559.67222","1568.42703","1576.70859","1584.48809","1591.75146","1598.48877","1604.69165","1610.35263","1615.46507","1620.02309","1624.02160","1627.45621","1630.32326","1632.61974","1634.34331","1635.49220","1636.06527"
"1276.41668","1276.01196","1275.22337","1274.05247","1272.50163","1270.57413","1268.27423","1265.60737","1262.58033","1259.20156","1255.48163","1251.43401","1247.07635","1242.43286","1237.53914","1232.45234","1227.27430","1222.20598","1217.67463","1214.59691","0.00000","1108.03593","1108.29268","1105.91628","0.00000","1065.32130","1065.87763","1063.97264","0.00000","1034.24870","1034.97873","1033.40663","0.00000","1010.93109","1011.78831","1010.48139","0.00000","993.79792","994.76396","993.68047","0.00000","981.78947","982.85663","981.96701","0.00000","974.46409","975.63151","974.91379","0.00000","971.36052","972.62396","972.05652","0.00000","971.91675","973.27823","972.84821","0.00000","976.03910","977.49891","977.18948","0.00000","983.37702","984.94036","984.74033","0.00000","993.61505","995.28434","995.18860","0.00000","1006.86641","1008.64816","1008.65401","0.00000","1023.15689","1025.06036","1025.16462","0.00000","1042.49261","1044.52829","1044.72882","0.00000","1064.95898","1067.13897","1067.43514","0.00000","1090.73392","1093.07219","1093.46432","0.00000","1120.07815","1122.59021","1123.07892","0.00000","1153.34395","1156.04619","1156.63129","0.00000","1190.99032","1193.89888","1194.57785","0.00000","1233.61073","1236.73973","1237.50567","0.00000","1282.01035","1285.37154","1286.21309","0.00000","1337.84844","1341.54078","1342.47480","0.00000","1404.73423","1408.61824","1409.61693","0.00000","1545.26737","1549.51196","1555.81783","1562.92190","1570.22064","1577.42178","1584.37226","1590.98349","1597.19896","1602.97963","1608.29683","1613.12866","1617.45792","1621.27093","1624.55670","1627.30650","1629.51342","1631.17221","1632.27904","1632.83144"
"1273.98978","1273.60023","1272.84248","1271.71901","1270.23367","1268.39181","1266.20047","1263.66871","1260.80797","1257.63276","1254.16150","1250.41804","1246.43393","1242.25235","1237.93504","1233.57452","1229.31633","1225.39746","1222.20392","1220.31758","0.00000","1094.45003","1095.84040","1094.49199","0.00000","1053.02634","1054.37246","1053.18712","0.00000","1022.92528","1024.25986","1023.23263","0.00000","1000.41606","1001.73537","1000.83813","0.00000","983.94751","985.25706","984.46950","0.00000","972.43111","973.73931","973.04620","0.00000","965.51366","966.83331","966.22461","0.00000","962.76516","964.09778","963.55868","0.00000","963.56277","964.92106","964.44868","0.00000","967.90670","969.29045","968.86711","0.00000","975.40781","976.83145","976.45320","0.00000","985.68990","987.15974","986.82291","0.00000","998.94414","1000.46555","1000.16889","0.00000","1015.20665","1016.78838","1016.52854","0.00000","1034.46777","1036.11926","1035.89260","0.00000","1056.80463","1058.53537","1058.33828","0.00000","1082.39283","1084.21258","1084.04073","0.00000","1111.48928","1113.40751","1113.25500","0.00000","1144.44059","1146.46563","1146.32363","0.00000","1181.69824","1183.83574","1183.69049","0.00000","1223.84678","1226.09716","1225.92705","0.00000","1271.68313","1274.03851","1273.81066","0.00000","1326.89726","1329.36613","1329.04685","0.00000","1393.52044","1395.95087","1395.37662","0.00000","1553.56612","1556.23083","1560.72666","1566.25769","1572.28699","1578.47931","1584.62521","1590.58931","1596.28007","1601.63270","1606.59949","1611.14426","1615.23889","1618.86127","1621.99389","1624.62289","1626.73747","1628.32943","1629.39285","1629.92390"
